theta1,theta2,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,energy
2.5,87.5,-0.00027310682730832483,-0.00173209293286469,268.87092163763003,-0.7417182129900995,-42.61148202871651,-4967.158353636122,5.32435231129048,1.200192368487974,0.011222313591760333,107.46262371022456,-4627.644246736363
2.5,82.5,-0.0005059807405310994,-0.0024062181584875377,268.8755183173432,-0.728235708214005,-42.61148202871651,-4967.158353636122,5.32435231129048,1.200192368487974,0.01870480840314328,107.31388799780717,-4627.768327768619
2.5,77.5,-0.0010245785057778354,-0.003317853343470413,268.88589548931236,-0.7100030058196264,-42.61148202871651,-4967.158353636122,5.32435231129048,1.200192368487974,0.0341407885352645,107.00471657693912,-4628.0348835679415
2.5,72.5,-0.002294460464887066,-0.004476804003325761,268.91128370183355,-0.6868239917423755,-42.61148202871651,-4967.158353636122,5.32435231129048,1.200192368487974,0.07050076369724567,106.27732131469786,-4628.679780461042
2.5,67.5,-0.0057660082326638955,-0.005846469083699552,268.98054932228257,-0.6594306784163985,-42.61148202871651,-4967.158353636122,5.32435231129048,1.200192368487974,0.17189319822041843,104.2495147556568,-4630.514376864633
2.5,62.5,-0.016432533759367655,-0.0073597333444896645,269.1940553964354,-0.6291654059657267,-42.61148202871651,-4967.158353636122,5.32435231129048,1.200192368487974,0.4396280567032618,98.89390701973458,-4635.370658185256
2.5,57.5,-0.04918816099942599,-0.008954350302802986,269.8491575496158,-0.5972730667718227,-42.61148202871651,-4967.158353636122,5.32435231129048,1.200192368487974,0.8658889894810649,90.36909224350248,-4642.816567780534
2.5,52.5,-0.006653306658986852,-0.010597178636249665,268.99847000987285,-0.5644165005069269,-42.61148202871651,-4967.158353636122,5.32435231129048,1.200192368487974,1.43114004576425,79.06376686376561,-4654.333581051459
2.5,47.5,2.569740787747473,-0.01228713462744548,217.4705817520399,-0.530617379926891,-42.61148202871651,-4967.158353636122,5.32435231129048,1.200192368487974,2.083262674413371,66.02109144602396,-4715.64351883939
2.5,42.5,10.696597885581248,-0.014047269853109026,54.9334494249276,-0.49541467583212057,-42.61148202871651,-4967.158353636122,5.32435231129048,1.200192368487974,2.7810048912711953,52.06704477708592,-4883.276655951879
2.5,37.5,13.462387780718583,-0.015914600304733205,-0.3823296348557265,-0.4580680666374411,-42.61148202871651,-4967.158353636122,5.32435231129048,1.200192368487974,3.486406508275034,37.95768751094483,-4949.19512148692
2.5,32.5,13.510564281402536,-0.017926561295810956,-1.3458646469508595,-0.4178288471590342,-42.61148202871651,-4967.158353636122,5.32435231129048,1.200192368487974,4.150037514582173,24.685604301810397,-4962.68070494267
2.5,27.5,13.468359200055897,-0.020096104760483055,-0.5017811441569326,-0.3744379781377631,-42.61148202871651,-4967.158353636122,5.32435231129048,1.200192368487974,4.696320164955911,13.761976657631868,-4972.214950189471
2.5,22.5,13.453334266856745,-0.0223702479286072,-0.20128349728060688,-0.3289551149635262,-42.61148202871651,-4967.158353636122,5.32435231129048,1.200192368487974,5.073663072820697,6.213802627026574,-4979.057099878529
2.5,17.5,13.448003610303514,-0.024593393803800944,-0.09459258762043342,-0.2844921973585735,-42.61148202871651,-4967.158353636122,5.32435231129048,1.200192368487974,5.22968219679752,3.0940795732574893,-4981.877203783484
2.5,12.5,13.44590186646794,-0.02653238596382036,-0.05267623486044147,-0.24571235379510764,-42.61148202871651,-4967.158353636122,5.32435231129048,1.200192368487974,5.289338384347563,1.9008770818881193,-4982.934094626976
2.5,7.5,13.445033795092781,-0.02797657895384353,-0.03525258667171605,-0.2168284941732583,-42.61148202871651,-4967.158353636122,5.32435231129048,1.200192368487974,5.314857834202955,1.395422186969085,-4983.370034828594
2.5,2.5,13.444710549710495,-0.028817242874264477,-0.02881724287431349,-0.2000152160547306,-42.61148202871651,-4967.158353636122,5.32435231129048,1.200192368487974,5.324377978811062,1.2001924397507377,-4983.533659718591
7.5,87.5,-0.00028435497165465133,-0.0015071300877123855,268.8783579451066,-0.8917376235177435,-42.61148202871651,-4967.158353636122,5.314642306041921,1.395422067890517,0.011222313591760333,107.46262371022456,-4627.601096430561
7.5,82.5,-0.000523578891874687,-0.0020542551370773265,268.883130326856,-0.8807951233866173,-42.61148202871651,-4967.158353636122,5.314642306041921,1.395422067890517,0.01870480840314328,107.31388799780717,-4627.727421115255
7.5,77.5,-0.0010512132347579024,-0.0027851587095388715,268.8936761765054,-0.8661770508372278,-42.61148202871651,-4967.158353636122,5.314642306041921,1.395422067890517,0.0341407885352645,107.00471657693912,-4627.997251171708
7.5,72.5,-0.0023325073594796858,-0.003715866113376208,268.919369684182,-0.8475629041627949,-42.61148202871651,-4967.158353636122,5.314642306041921,1.395422067890517,0.07050076369724567,106.27732131469786,-4628.6461908059655
7.5,67.5,-0.005816382656594707,-0.00483898056905637,268.98903206871785,-0.8251006148191602,-42.61148202871651,-4967.158353636122,5.314642306041921,1.395422067890517,0.17189319822041843,104.2495147556568,-4630.485087246357
