theta1,theta2,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,energy
2.5,87.5,-0.0002703714698887957,-0.0017868001072447325,268.8707739351403,-0.7406240693655739,-42.61148202871651,-4967.158353636122,5.32435231129048,1.200192368487974,0.011222313593316659,107.46281709661598,-4627.643158880654
2.5,82.5,-0.0005015674843782105,-0.00249448328583103,268.875413594667,-0.726470406086577,-42.61148202871651,-4967.158353636122,5.32435231129048,1.200192368487974,0.018704808597532763,107.3134051746607,-4627.767233863991
2.5,77.5,-0.001017634274742469,-0.003456737931116837,268.88570091016584,-0.7072253136598199,-42.61148202871651,-4967.158353636122,5.32435231129048,1.200192368487974,0.03414078863535859,107.00539041371863,-4628.031758558406
2.5,72.5,-0.002284083375313004,-0.004684345794827395,268.9110617798421,-0.6826731559866419,-42.61148202871651,-4967.158353636122,5.32435231129048,1.200192368487974,0.07050077957245965,106.27711585307794,-4628.6762541577245
2.5,67.5,-0.005751556274456493,-0.006135508288459297,268.9804761547773,-0.6536499070345049,-42.61148202871651,-4967.158353636122,5.32435231129048,1.200192368487974,0.17189317794151843,104.24996238817656,-4630.508496235761
2.5,62.5,-0.016413854155393214,-0.007733326958071065,269.1936726308403,-0.6216935334078585,-42.61148202871651,-4967.158353636122,5.32435231129048,1.200192368487974,0.43962807225567796,98.89455864195054,-4635.363272354534
2.5,57.5,-0.04916557312963075,-0.009406108425246746,269.8487280280062,-0.5882379039839178,-42.61148202871651,-4967.158353636122,5.32435231129048,1.200192368487974,0.8658931128922424,90.36949383120022,-4642.807985598501
2.5,52.5,-0.0066274574843167,-0.01111451349479539,268.9979496069234,-0.5540698067080769,-42.61148202871651,-4967.158353636122,5.32435231129048,1.200192368487974,1.4311387041929324,79.06439367964836,-4654.323620771982
2.5,47.5,2.569769165379674,-0.012853889962378247,217.47002762900223,-0.5192822737159991,-42.61148202871651,-4967.158353636122,5.32435231129048,1.200192368487974,2.0832630286361224,66.0216523222026,-4715.632715003518
2.5,42.5,10.696626753445557,-0.014644411951419698,54.93285216391735,-0.48347183416057066,-42.61148202871651,-4967.158353636122,5.32435231129048,1.200192368487974,2.7809979844262727,52.066855571320495,-4883.266074758063
2.5,37.5,13.462417936007913,-0.016519356734728204,-0.38293430692880476,-0.4459729384598545,-42.61148202871651,-4967.158353636122,5.32435231129048,1.200192368487974,3.4864457409066185,37.957718931291154,-4949.184134978977
2.5,32.5,13.510593025198528,-0.018511049939375492,-1.3464491314986973,-0.4061390742214734,-42.61148202871651,-4967.158353636122,5.32435231129048,1.200192368487974,4.1500567082072415,24.685609474880746,-4962.670131032432
2.5,27.5,13.468385487162339,-0.020627414028090086,-0.5023124537857695,-0.36381179271422415,-42.61148202871651,-4967.158353636122,5.32435231129048,1.200192368487974,4.696287088768465,13.761975766191313,-4972.205394303466
2.5,22.5,13.453356672186851,-0.022815179425412016,-0.2017284289046342,-0.3200564847815638,-42.61148202871651,-4967.158353636122,5.32435231129048,1.200192368487974,5.073707940727978,6.21380155395898,-4979.049024911298
2.5,17.5,13.448016327106469,-0.024929109345573332,-0.09492830326009839,-0.27777788622536503,-42.61148202871651,-4967.158353636122,5.32435231129048,1.200192368487974,5.229716615516954,3.094079689518001,-4981.8711136517495
2.5,12.5,13.445914023611717,-0.026755514093057237,-0.052899363025589057,-0.24124979140950156,-42.61148202871651,-4967.158353636122,5.32435231129048,1.200192368487974,5.289340522043636,1.9008772353470682,-4982.930063872585
2.5,7.5,13.445038341966855,-0.028099745058603933,-0.035375752700081704,-0.21436517226352564,-42.61148202871651,-4967.158353636122,5.32435231129048,1.200192368487974,5.314646179052005,1.3954221730765455,-4983.368024960987
