theta1,theta2,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,energy
2.5,87.5,-0.05500986294721856,-0.0014629825154877834,269.9309350691043,-0.05402411079234768,-107.83048876169573,-3662.7782189765385,5.376702497200681,0.15410120017013895,0.9730950645271204,88.225133959868,-3406.059236903619
2.5,82.5,-0.011298113525525415,-0.0016637961592044705,269.0567093889184,-0.05000783821851442,-107.83048876169573,-3662.7782189765385,5.376702497200681,0.15410120017013895,1.58102994088592,76.06646585098912,-3418.436668607973
2.5,77.5,2.631091442123221,-0.0018684501314109674,216.20892583256088,-0.04591475880024927,-107.83048876169573,-3662.7782189765385,5.376702497200681,0.15410120017013895,2.2660765221317534,62.36605785597332,-3481.6535355970054
2.5,72.5,10.763219436621773,-0.0020740297918103823,53.56636985162066,-0.041803165350839236,-107.83048876169573,-3662.7782189765385,5.376702497200681,0.15410120017013895,2.9800927300628235,48.08507152767309,-3649.7270276900276
2.5,67.5,13.456252356921675,-0.0022778712697706254,-0.2943194969452422,-0.03772633590230557,-107.83048876169573,-3662.7782189765385,5.376702497200681,0.15410120017013895,3.6804827131213633,34.07703960873381,-3714.198453066204
2.5,62.5,13.501369456214285,-0.0024772167676319046,-1.1966277726736334,-0.03373942605051464,-107.83048876169573,-3662.7782189765385,5.376702497200681,0.15410120017013895,4.316283388347666,21.361428135508266,-3727.131667476285
2.5,57.5,13.462963072863827,-0.002668950067711934,-0.4285112496262586,-0.029904758907305148,-107.83048876169573,-3662.7782189765385,5.376702497200681,0.15410120017013895,4.818145054937027,11.324157694479835,-3735.933723177184
2.5,52.5,13.449765793028076,-0.0028495714089766854,-0.1645562731648928,-0.026292333176525188,-107.83048876169573,-3662.7782189765385,5.376702497200681,0.15410120017013895,5.148121675260832,4.72507327383224,-3741.9486414764924
2.5,47.5,13.44519434847932,-0.003015492990966599,-0.07312747049021769,-0.022973901655509298,-107.83048876169573,-3662.7782189765385,5.376702497200681,0.15410120017013895,5.27925676700849,2.102247699400323,-3744.3503220911116
2.5,42.5,13.443393660174472,-0.0031635871162694236,-0.03713141792137853,-0.020012018560205676,-107.83048876169573,-3662.7782189765385,5.376702497200681,0.15410120017013895,5.32874684033012,1.1125980961241733,-3745.253472467832
2.5,37.5,13.442592961136198,-0.003291755110522916,-0.02112053855298511,-0.017448659397592842,-107.83048876169573,-3662.7782189765385,5.376702497200681,0.15410120017013895,5.350825120178323,0.6713905947176927,-3745.654956317892
2.5,32.5,13.442200405611384,-0.0033992418191248395,-0.013235458330996505,-0.015298926377847705,-107.83048876169573,-3662.7782189765385,5.376702497200681,0.15410120017013895,5.36200646385743,0.4476926587322055,-3745.85793813919
2.5,27.5,13.44198969907191,-0.0034865643269949608,-0.009023323133098811,-0.013552474230141371,-107.83048876169573,-3662.7782189765385,5.376702497200681,0.15410120017013895,5.368196526258535,0.32346434183090605,-3745.970315835392
2.5,22.5,13.44186863872903,-0.0035551348041039134,-0.006630849744127382,-0.012181063883665431,-107.83048876169573,-3662.7782189765385,5.376702497200681,0.15410120017013895,5.371858830590414,0.25004953754069437,-3746.0364940824347
2.5,17.5,13.441795776029936,-0.0036067772328183955,-0.00521718727845801,-0.01114821722380481,-107.83048876169573,-3662.7782189765385,5.376702497200681,0.15410120017013895,5.3741450201164715,0.20509186381364547,-3746.0768435626383
2.5,12.5,13.441754861347318,-0.003643300773472822,-0.004374157535931712,-0.01041774560177578,-107.83048876169573,-3662.7782189765385,5.376702497200681,0.15410120017013895,5.375488790171441,0.17748886512543663,-3746.1016067281303
2.5,7.5,13.441733347130242,-0.0036662071043057913,-0.0038951353230257503,-0.009959619264404702,-107.83048876169573,-3662.7782189765385,5.376702497200681,0.15410120017013895,5.376316865513201,0.16147677015750855,-3746.115898019754
2.5,2.5,13.441720714121555,-0.0036765199676744255,-0.0036765199676744263,-0.009753362539278361,-107.83048876169573,-3662.7782189765385,5.376702497200681,0.15410120017013895,5.376658645449672,0.15410119941037362,-3746.122529884356
7.5,87.5,-0.055000865918772554,-0.0016429237860938247,269.930928792756,-0.05500384968683896,-107.83048876169573,-3662.7782189765385,5.376299811940373,0.1614767698511269,0.9730950645271204,88.225133959868,-3406.0534209786833
7.5,82.5,-0.01128806191692168,-0.001864851854652857,269.0566573714379,-0.050565288756414285,-107.83048876169573,-3662.7782189765385,5.376299811940373,0.1614767698511269,1.58102994088592,76.06646585098912,-3418.4304961956577
7.5,77.5,2.6311024398030165,-0.002087592239014094,216.20892970019548,-0.04611047161781765,-107.83048876169573,-3662.7782189765385,5.376299811940373,0.1614767698511269,2.2660765221317534,62.36605785597332,-3481.6469627021957
